week,season,game_id,date,status,away_team,away_team_abbr,away_score,home_team,home_team_abbr,home_score,point_differential,winner,away_totalPointsPerGame,away_yardsPerGame,away_passingYardsPerGame,away_rushingYardsPerGame,away_totalPointsPerGameAllowed,away_yardsPerGameAllowed,away_passingYardsPerGameAllowed,away_rushingYardsPerGameAllowed,home_totalPointsPerGame,home_yardsPerGame,home_passingYardsPerGame,home_rushingYardsPerGame,home_totalPointsPerGameAllowed,home_yardsPerGameAllowed,home_passingYardsPerGameAllowed,home_rushingYardsPerGameAllowed,attendance,venue,venue_city,venue_state
14,2026,401873109,2026-12-11T01:15Z,Scheduled,Minnesota Vikings,MIN,0,New England Patriots,NE,0,0,TIE,39.0,258.0,151.0,107.0,22.0,453.0,387.0,66.0,10.0,287.0,178.0,109.0,13.0,297.0,200.0,97.0,,Gillette Stadium,Foxborough,MA
14,2026,401873110,2026-12-13T18:00Z,Scheduled,Atlanta Falcons,ATL,0,Cleveland Browns,CLE,0,0,TIE,13.0,263.0,143.0,120.0,20.0,279.0,221.0,58.0,10.0,292.0,205.0,87.0,34.0,371.0,245.0,126.0,,Huntington Bank Field,Cleveland,OH
14,2026,401873117,2026-12-13T18:00Z,Scheduled,Tennessee Titans,TEN,0,Detroit Lions,DET,0,0,TIE,10.0,208.0,140.0,68.0,23.0,367.0,215.0,152.0,31.0,371.0,206.0,165.0,30.0,501.0,410.0,91.0,,Ford Field,Detroit,MI
14,2026,401873111,2026-12-13T18:00Z,Scheduled,Chicago Bears,CHI,0,Miami Dolphins,MIA,0,0,TIE,59.0,560.0,269.0,291.0,37.0,486.0,361.0,125.0,13.0,259.0,185.0,74.0,27.0,290.0,160.0,130.0,,Hard Rock Stadium,Miami Gardens,FL
14,2026,401873112,2026-12-13T18:00Z,Scheduled,Denver Broncos,DEN,0,New York Jets,NYJ,0,0,TIE,10.0,192.0,131.0,61.0,31.0,392.0,172.0,220.0,23.0,367.0,215.0,152.0,10.0,208.0,140.0,68.0,,MetLife Stadium,East Rutherford,NJ
14,2026,401873114,2026-12-13T18:00Z,Scheduled,Indianapolis Colts,IND,0,Philadelphia Eagles,PHI,0,0,TIE,23.0,268.0,166.0,102.0,41.0,526.0,324.0,202.0,24.0,339.0,203.0,136.0,22.0,296.0,164.0,132.0,,Lincoln Financial Field,Philadelphia,PA
14,2026,401873113,2026-12-13T18:00Z,Scheduled,Houston Texans,HOU,0,Washington Commanders,WSH,0,0,TIE,31.0,398.0,274.0,124.0,36.0,420.0,334.0,86.0,22.0,296.0,164.0,132.0,24.0,339.0,203.0,136.0,,Northwest Stadium,Landover,MD
14,2026,401873115,2026-12-13T18:00Z,Scheduled,New Orleans Saints,NO,0,Carolina Panthers,CAR,0,0,TIE,30.0,501.0,410.0,91.0,31.0,371.0,206.0,165.0,37.0,486.0,361.0,125.0,59.0,560.0,269.0,291.0,,Bank of America Stadium,Charlotte,NC
14,2026,401873116,2026-12-13T18:00Z,Scheduled,Tampa Bay Buccaneers,TB,0,Baltimore Ravens,BAL,0,0,TIE,27.0,305.0,216.0,89.0,33.0,360.0,254.0,106.0,41.0,526.0,324.0,202.0,23.0,268.0,166.0,102.0,,M&T Bank Stadium,Baltimore,MD
14,2026,401873118,2026-12-13T21:05Z,Scheduled,Los Angeles Chargers,LAC,0,Las Vegas Raiders,LV,0,0,TIE,14.0,290.0,209.0,81.0,26.0,393.0,277.0,116.0,27.0,290.0,160.0,130.0,13.0,259.0,185.0,74.0,,Allegiant Stadium,Las Vegas,NV
14,2026,401873119,2026-12-13T21:25Z,Scheduled,Kansas City Chiefs,KC,0,Cincinnati Bengals,CIN,0,0,TIE,31.0,392.0,172.0,220.0,10.0,192.0,131.0,61.0,33.0,360.0,254.0,106.0,27.0,305.0,216.0,89.0,,Paycor Stadium,Cincinnati,OH
14,2026,401873120,2026-12-13T21:25Z,Scheduled,Los Angeles Rams,LAR,0,San Francisco 49ers,SF,0,0,TIE,7.0,290.0,168.0,122.0,27.0,379.0,205.0,174.0,27.0,379.0,205.0,174.0,7.0,290.0,168.0,122.0,,Levi's Stadium,Santa Clara,CA
14,2026,401873121,2026-12-13T21:25Z,Scheduled,New York Giants,NYG,0,Seattle Seahawks,SEA,0,0,TIE,28.0,395.0,230.0,165.0,20.0,244.0,175.0,69.0,13.0,297.0,200.0,97.0,10.0,287.0,178.0,109.0,,Lumen Field,Seattle,WA
14,2026,401873122,2026-12-14T01:20Z,Scheduled,Buffalo Bills,BUF,0,Green Bay Packers,GB,0,0,TIE,36.0,420.0,334.0,86.0,31.0,398.0,274.0,124.0,22.0,453.0,387.0,66.0,39.0,258.0,151.0,107.0,,Lambeau Field,Green Bay,WI
14,2026,401873123,2026-12-15T01:15Z,Scheduled,Pittsburgh Steelers,PIT,0,Jacksonville Jaguars,JAX,0,0,TIE,20.0,279.0,221.0,58.0,13.0,263.0,143.0,120.0,34.0,371.0,245.0,126.0,10.0,292.0,205.0,87.0,,EverBank Stadium,Jacksonville,FL
