id,first_name,last_name,team,weight,height,jersey,year,position,home_city,home_state,home_country,home_latitude,home_longitude,home_county_fips,recruit_ids
553579,Ryan,Watson,Air Force,,75.0,40.0,,LB,Conyers,GA,USA,33.6676103,-84.0176904,13247,[]
553580,David,Harris,Air Force,,72.0,53.0,,DL,Cedar Hill,TX,USA,32.5888072,-96.9553675,48113,[]
553611,D.J.,Johnson,Air Force,,70.0,3.0,,RB,Roopville,GA,USA,33.4565021,-85.1307779,13045,[]
553614,Weston,Steelhammer,Air Force,,74.0,8.0,,DB,Shreveport,LA,USA,32.5221828,-93.7651944,22017,[27321]
554520,Jalen,Robinette,Air Force,,76.0,9.0,,WR,Bexley,OH,USA,39.9692378,-82.936864,39049,[]
554528,Nate,Romine,Air Force,190.0,71.0,6.0,,QB,Upland,CA,USA,34.09751,-117.6483876,06071,[27457]
555770,Roland,Ladipo,Air Force,,70.0,25.0,,DB,Pickerington,OH,USA,39.896277299999994,-82.77319049748806,39045,[]
556386,Hayes,Linn,Air Force,,72.0,14.0,,DB,Cartersville,GA,USA,34.1650972,-84.7999383,13015,[]
556466,Samuel,Byers,Air Force,,77.0,93.0,,DL,Kingston,WA,USA,47.7987627,-122.4990762,53035,[]
3124346,Brayden,Hill,Air Force,,70.0,19.0,,DB,Honolulu,HI,USA,21.304547,-157.8556764,15003,[]
3124349,Jacobi,Owens,Air Force,,72.0,28.0,,RB,Las Vegas,NV,USA,36.1672559,-115.1485163,32003,[]
3124350,Patrick,Healy,Air Force,,73.0,41.0,,LB,Castle Rock,CO,USA,39.3724232,-104.8586706,08035,[27483]
3124351,Shayne,Davern,Air Force,,72.0,43.0,,RB,Carlsbad,CA,USA,33.1580933,-117.3505966,06073,[]
3124352,Claude,Alexander III,Air Force,,73.0,47.0,,LB,Woodstock,GA,USA,34.1014112,-84.5192192,13057,[]
3124353,Jacob,Onyechi,Air Force,,73.0,48.0,,LB,Sugar Land,TX,USA,29.6196787,-95.6349463,48157,[27472]
3124354,Colin,Sandor,Air Force,,74.0,56.0,,OL,Carmel,IN,USA,39.9788017,-86.1189257,18057,[27916]
3124358,Haji,Dunn Jr.,Air Force,,,,,,,,,,,,[]
3140840,Scott,Hester,Air Force,,72.0,45.0,,RB,Birmingham,AL,USA,33.5206824,-86.8024326,01073,[]
3140846,Brodie,Hicks,Air Force,,74.0,18.0,,DB,Colorado Springs,CO,USA,38.8339578,-104.8253485,08041,[]
3140847,Grant,Ross,Air Force,225.0,73.0,44.0,,?,Houston,TX,USA,29.7589382,-95.3676974,48201,[]
3148008,Jalen,Lacy,Air Force,,76.0,99.0,,DL,Midland,GA,USA,32.5748608,-84.827152,13215,[]
3152853,Bryan,Driskell,Air Force,,,27.0,,?,McKinney,TX,USA,33.1976496,-96.6154471,48085,[26585]
3157674,Tyler,Williams,Air Force,185.0,70.0,12.0,,WR,Oro Valley,AZ,USA,32.3909071,-110.966488,04019,[27248]
3157675,Dylan,Vail,Air Force,,74.0,67.0,,OL,Friendswood,TX,USA,29.5293998,-95.2010447,48167,[]
3918601,Jesse,Washington,Air Force,,72.0,21.0,,DB,Friendswood,TX,USA,29.5293998,-95.2010447,48167,[]
3918604,Tyler,Weaver,Air Force,,73.0,27.0,,DB,Conyers,GA,USA,33.6676103,-84.0176904,13247,[]
3918606,Kellen,Cleveland,Air Force,,76.0,38.0,,DL,Wheaton,IL,USA,41.8646959,-88.1101709,17043,[]
3918607,Jake,LaCoste,Air Force,205.0,70.0,39.0,,WR,Albany,OR,USA,44.6365071,-123.1059324,41043,[31310]
3918608,Santo,Coppola,Air Force,270.0,76.0,97.0,,DL,Santa Fe,NM,USA,35.6869996,-105.9377997,35049,[]
3918609,Jack,Flor,Air Force,225.0,74.0,50.0,,LB,Bothell,WA,USA,47.7598697,-122.2068288,53033,[]
3929842,Benton,Washington,Air Force,205.0,71.0,24.0,,RB,Newnan,GA,USA,33.3806716,-84.7996573,13077,[]
3935086,Lochlin,Deeks,Air Force,,76.0,54.0,,DL,Salem,OR,USA,44.9391565,-123.033121,41047,[23894]
3935102,Cecil,Moskowitz,Air Force,200.0,73.0,95.0,,?,Roswell,GA,USA,34.02332,-84.360022,13121,[]
3935193,Luke,Strebel,Air Force,175.0,70.0,11.0,,?,Nashville,TN,USA,36.1622296,-86.7743531,47037,[]
3935195,Steve,Brosy,Air Force,,71.0,91.0,,?,Fort Myers,FL,USA,26.640628,-81.8723084,12071,[]
3935202,Aubrey,Duty-Tyson,Air Force,240.0,72.0,32.0,,FB,Miami Gardens,FL,USA,25.9423108,-80.23976495072381,12086,[27299]
3935204,Ronald,Cleveland,Air Force,180.0,69.0,3.0,4.0,WR,Franklin,TN,USA,35.925193,-86.8689365,47187,[34455]
3935208,Jacob,Stafford,Air Force,230.0,72.0,30.0,,FB,Shiner,TX,USA,29.429978,-97.1717981,48285,[]
3935209,Timothy,McVey,Air Force,190.0,69.0,33.0,,RB,Lundhurst,OH,USA,,,,[]
3935217,Andrew,Smith,Air Force,170.0,68.0,10.0,4.0,WR,Gainsville,GA,USA,34.814098,-83.899803,13291,[30858]
3935293,Cody,Moorhead,Air Force,285.0,77.0,96.0,,DL,Newcastle,WA,USA,47.5395736,-122.1563331,53033,[]
3938262,Ryan,Reffitt,Air Force,240.0,77.0,85.0,,TE,Galloway,OH,USA,39.9139207,-83.1633336,39049,[]
3940222,Marquis,Griffin,Air Force,195.0,71.0,2.0,,DB,Stockbridge,GA,USA,33.5442781,-84.2338093,13151,[]
3945980,Shaquille,Vereen,Air Force,186.0,69.0,6.0,,LB,Lilburn,GA,USA,33.8901036,-84.1429719,13135,[]
3945982,Matt,Evans,Air Force,240.0,76.0,51.0,,LB,Golden,CO,USA,39.755543,-105.2210997,08059,[]
3946049,Jake,Matkovich,Air Force,195.0,77.0,18.0,4.0,WR,Milwaukee,WI,USA,43.0349931,-87.922497,55079,[]
3949127,Kyle,Floyd,Air Force,215.0,74.0,29.0,4.0,OLB,Houston,TX,USA,29.7589382,-95.3676974,48201,[]
3949128,Matthew,Philichi,Air Force,180.0,69.0,96.0,4.0,?,Gig Harbor,WA,USA,47.3259697,-122.5878659,53053,[]
3949133,Jake,Barnhorst,Air Force,275.0,76.0,66.0,,OL,Cincinnati,OH,USA,39.1014537,-84.5124602,39061,[]
3959789,Jarrod,Hardrick,Air Force,220.0,73.0,38.0,,LB,Huber Heights,OH,USA,39.85902405,-84.11136295364687,39113,[]
4038186,Arion,Worthman,Air Force,210.0,71.0,2.0,4.0,QB,Normal,IL,USA,40.5117699,-88.9944815,17113,[]
4038187,Ja'Mel,Sanders,Air Force,205.0,73.0,7.0,,LB,Dayton,OH,USA,39.7589478,-84.1916069,39113,[]
4038189,Dailen,Sutton,Air Force,175.0,73.0,5.0,4.0,DB,Dallas,TX,USA,32.7762719,-96.7968559,48113,[34633]
4038192,Malik,Miller,Air Force,200.0,70.0,9.0,4.0,RB,Griffin,GA,USA,33.2467807,-84.2640904,13255,[]
4038193,Bryce,VonZurmuehlen,Air Force,185.0,72.0,21.0,4.0,DB,Coppell,TX,USA,32.9552598,-97.0155703,48113,[]
4038194,Ross,Connors,Air Force,185.0,71.0,31.0,4.0,DB,Bellevue,WA,USA,47.6144219,-122.1923372,53033,[]
4038195,Parker,Wilson,Air Force,230.0,71.0,36.0,4.0,FB,Coppell,TX,USA,32.9552598,-97.0155703,48113,[]
4038196,Blake,Dailey,Air Force,220.0,75.0,42.0,4.0,ILB,Gas City,IN,USA,40.4872625,-85.6130311,18053,[]
4038197,R.J.,Jackson,Air Force,235.0,75.0,45.0,4.0,OLB,Beloit,KS,USA,39.458684,-98.108282,20123,[]
4038198,Brody,Bagnall,Air Force,235.0,74.0,49.0,4.0,ILB,Vancouver,WA,USA,45.6306954,-122.6744557,53011,[]
4038199,Ryan,Darby,Air Force,250.0,75.0,57.0,4.0,DL,Missouri City,TX,USA,29.6185669,-95.5377215,48157,[]
4038201,Austin,Cutting,Air Force,245.0,75.0,59.0,4.0,LS,Keller,TX,USA,32.9299655,-97.2271249,48439,[]
4038205,Griffin,Landrum,Air Force,285.0,74.0,74.0,4.0,OL,Cummings,GA,USA,39.8332081,-123.6319649,06045,[]
4038206,Ben,Harris,Air Force,260.0,78.0,83.0,4.0,DL,Peculair,MO,USA,,,,[]
4038208,Garrett,Amy,Air Force,190.0,68.0,84.0,4.0,WR,Dallas,TX,USA,32.7762719,-96.7968559,48113,[]
4038210,Micah,Capra,Air Force,275.0,74.0,90.0,4.0,DL,Argyle,TX,USA,33.110156,-97.17940980147037,48121,[]
4038213,Cody,Gessler,Air Force,260.0,71.0,95.0,4.0,DL,Katy,TX,USA,29.7857853,-95.8243956,48157,[]
4053780,Haji,Dunn,Air Force,,,,,,,,,,,,[]
4062888,Brett,Baldwin,Air Force,175.0,72.0,15.0,,DB,Long Beach,CA,USA,33.7690164,-118.1916048,06037,[]
4062922,Robert,Bullard,Air Force,175.0,69.0,16.0,4.0,DB,Covington,GA,USA,33.5967815,-83.8601827,13217,[]
4239964,Isaiah,Sanders,Air Force,226.0,74.0,,4.0,QB,Colorado Springs,CO,USA,38.8339578,-104.8253485,08041,[]
