id,first_name,last_name,team,weight,height,jersey,year,position,home_city,home_state,home_country,home_latitude,home_longitude,home_county_fips,recruit_ids
386275,Tim,Jefferson Jr.,Air Force,,,,,,,,,,,,[]
386280,Jonathan,Warzeka,Air Force,,69.0,15.0,,WR,Lake Elsinore,CA,USA,33.6680772,-117.3272615,06065,[]
386285,Jon,Davis,Air Force,,73.0,6.0,,DB,Cincinnati,OH,USA,39.1014537,-84.5124602,39061,[]
386288,Asher,Clark,Air Force,,68.0,17.0,,RB,Lawrenceville,GA,USA,33.9562149,-83.9879625,13135,[]
386302,Daniel,Pickett,Air Force,,76.0,84.0,,TE,West Palm Beach,FL,USA,26.715364,-80.0532942,12099,[]
387925,Erik,Soderberg,Air Force,,73.0,99.0,,?,Eden Prairie,MN,USA,44.8546856,-93.470786,27053,[]
476142,Brady,Amack,Air Force,,72.0,41.0,,LB,Pleasanton,CA,USA,37.6624312,-121.8746789,06001,[]
487624,Connor,Dietz,Air Force,,72.0,11.0,,QB,Columbus,OH,USA,39.9622601,-83.0007065,39049,[]
487627,Josh,Hall,Air Force,,72.0,14.0,,DB,Atlanta,GA,USA,33.7490987,-84.3901849,13121,[]
487629,Jordan,Waiwaiole,Air Force,,75.0,32.0,,LB,Spring Lake Park,MN,USA,45.1154274,-93.2492872,27003,[]
487639,Zack,Kauth,Air Force,,77.0,85.0,,WR,Dayton,OH,USA,39.7589478,-84.1916069,39113,[]
488497,Alex,Means,Air Force,,77.0,9.0,,LB,Mankato,MN,USA,44.1634663,-93.9993505,27013,[]
488576,Mikel,Hunter,Air Force,,69.0,10.0,,WR,Conyers,GA,USA,33.6676103,-84.0176904,13247,[]
488587,Wes,Cobb,Air Force,,69.0,35.0,,RB,Houston,TX,USA,29.7589382,-95.3676974,48201,[]
488588,Cody,Getz,Air Force,,67.0,28.0,,RB,Buford,GA,USA,34.1206564,-84.0043513,13135,[16853]
488589,Darius,Jones,Air Force,,69.0,21.0,,RB,Atlanta,GA,USA,33.7490987,-84.3901849,13121,[]
488601,Drew,Coleman,Air Force,,69.0,16.0,,WR,Cedar Park,TX,USA,30.5217116,-97.827833,48491,[16415]
491456,Joshua,Freeman,Air Force,,75.0,81.0,,TE,Anacortes,WA,USA,48.5020123,-122.6237356,53057,[]
491770,Brandon,Hirneise,Air Force,,73.0,80.0,,WR,Scottsdale,AZ,USA,33.4942189,-111.9260184,04013,[]
491774,Brian,Lindsay,Air Force,,73.0,31.0,,DB,Chicago,IL,USA,41.8755616,-87.6244212,17031,[]
502419,Mike,DeWitt,Air Force,,73.0,25.0,,RB,Austin,TX,USA,30.2711286,-97.7436995,48453,[]
506976,Jamil,Cooks,Air Force,,76.0,46.0,,LB,Colorado Springs,CO,USA,38.8339578,-104.8253485,08041,[]
506998,Anthony,LaCoste,Air Force,,70.0,37.0,,RB,Albany,OR,USA,44.6365071,-123.1059324,41043,[]
507176,Tony,Daniels,Air Force,,,22.0,,?,,,USA,33.532005,131.3496745,,[]
508272,Austin,Niklas,Air Force,,74.0,42.0,,LB,Fullerton,CA,USA,33.8708215,-117.9294165,06059,[]
508913,Josh,Kusan,Air Force,,72.0,52.0,,LB,Westerville,OH,USA,40.126139,-82.9295287,39049,[]
508914,Anthony,Wooding Jr.,Air Force,,,,,,,,,,,,[]
509272,Steffon,Batts,Air Force,,72.0,23.0,,DB,Columbia,SC,USA,34.0007493,-81.0343313,45079,[]
509274,Austin,Briehl,Air Force,,77.0,29.0,,TE,Scottsdale,AZ,USA,33.4942189,-111.9260184,04013,[]
509280,Roland,Pierce,Air Force,,,30.0,,?,,,USA,33.532005,131.3496745,,[]
509281,Dontae,Strickland,Air Force,,70.0,20.0,,WR,Blue Springs,MO,USA,39.017316,-94.282265,29095,[]
509282,Tucker,Tipton,Air Force,,70.0,18.0,,QB,Cleveland,TN,USA,35.1595182,-84.8766115,47011,[]
515486,David,Baska,Air Force,,72.0,19.0,,?,Overland Park,KS,USA,38.9742502,-94.6851702,20091,[]
515488,Parker,Herrington,Air Force,,73.0,18.0,,?,Clearfield,PA,USA,41.0272796,-78.4391876,42033,[]
518678,Anthony,Wright Jr.,Air Force,,,,,,,,,,,,[]
518680,Ty,MacArthur,Air Force,,69.0,27.0,,WR,Newhall,CA,USA,37.3485422,-121.9203988069216,06085,[]
518681,Jonathan,Lee,Air Force,,70.0,34.0,,RB,Bethlehem,GA,USA,34.9020296,-84.0774118,13291,[]
518682,Scott,Day,Air Force,,72.0,38.0,,RB,San Jose,CA,USA,37.3361905,-121.8905833,06085,[]
518686,Devin,Durden,Air Force,,76.0,87.0,,TE,Buford,GA,USA,34.1206564,-84.0043513,13135,[]
520206,Will,Conant,Air Force,,74.0,30.0,,?,Edmond,OK,USA,35.6571367,-97.4649038,40109,[]
521159,Broam,Hart,Air Force,,72.0,32.0,,RB,Alvarado,TX,USA,32.4095565,-97.21028810404624,48251,[]
538428,Chris,Jordan,Air Force,,70.0,8.0,,WR,Maryville,TN,USA,35.7564719,-83.9704593,47009,[]
147386,Josh,Smith,Akron,,73.0,47.0,,WR,Cincinnati,OH,USA,39.1014537,-84.5124602,39061,[]
240447,Zack,Campbell,Akron,,74.0,8.0,,P,Canton,OH,USA,40.7989522,-81.3784445,39151,[]
378437,Doug,Richardson,Akron,,72.0,9.0,,S,Twinsburg,OH,USA,41.3125552,-81.4401129,39153,[]
