id,first_name,last_name,team,weight,height,jersey,year,position,home_city,home_state,home_country,home_latitude,home_longitude,home_county_fips,recruit_ids
169738,Ty,Paffett,Air Force,,,,,,,,,,,,[]
169741,Todd,Newell,Air Force,,,,,,,,,,,,[]
169801,Travis,Dekker,Air Force,,,,,,,,,,,,[]
183909,Ryan,Harrison,Air Force,,,,,,,,,,,,[]
190201,Spencer,Armstrong,Air Force,,,,,,,,,,,,[]
190211,Aaron,Kirchoff,Air Force,,,,,,,,,,,,[]
190212,Keith,Madsen,Air Force,,,,,,,,,,,,[]
190217,Brandon,Reeves,Air Force,,,,,,,,,,,,[]
190220,Shea,Smith,Air Force,,,,,,,,,,,,[]
195620,Chris,Thomas,Air Force,,71.0,34.0,,DB,Westerville,OH,USA,40.126139,-82.9295287,39049,[]
231867,Eric,Herbort,Air Force,,,,,,,,,,,,[]
231871,Josh,Cousins,Air Force,,72.0,87.0,,WR,Xenia,OH,USA,39.6847822,-83.9296526,39057,[]
231875,Luke,Hyder,Air Force,,71.0,9.0,,WR,Cave Spring,GA,USA,34.1075975,-85.3363434,13115,[]
231877,Luke,Yeager,Air Force,,,,,,,,,,,,[]
231879,Justin,Moore,Air Force,225.0,71.0,43.0,,LB,Columbus,OH,USA,39.9622601,-83.0007065,39049,[]
231902,Sean,Quintana,Air Force,,74.0,81.0,,TE,Highlands Ranch,CO,USA,39.5538771,-104.9694264,08035,[]
231910,Brandon,Geyer,Air Force,,76.0,98.0,,?,Bay City,MI,USA,43.5944677,-83.8888648,26017,[]
243221,Reggie,Rembert,Air Force,,68.0,8.0,,DB,Flower Mound,TX,USA,33.0283854,-97.0867203,48121,[]
243222,Savier,Stephens,Air Force,,71.0,2.0,,RB,Jacksonville,FL,USA,30.3321838,-81.655651,12031,[]
377622,Ken,Lamendola,Air Force,235.0,74.0,47.0,,LB,Westlake,OH,USA,41.4553232,-81.9179174,39035,[]
378677,Kyle,Halderman,Air Force,,71.0,4.0,,WR,Katy,TX,USA,29.7857853,-95.8243956,48157,[]
378760,Chase,Wilke,Air Force,,,,,,,,,,,,[]
378764,Kyle,Lumpkin,Air Force,,,,,,,,,,,,[]
