id,first_name,last_name,team,weight,height,jersey,year,position,home_city,home_state,home_country,home_latitude,home_longitude,home_county_fips,recruit_ids
164361,Shaun,Carney,Air Force,,,,,,,,,,,,[]
168332,Bobby,Giannini,Air Force,,,,,,,,,,,,[]
168413,Chad,Smith,Air Force,,,,,,,,,,,,[]
168537,Carson,Bird,Air Force,,,,,,,,,,,,[]
169733,Jim,Ollis,Air Force,,,,,,,,,,,,[]
169734,Kip,McCarthy,Air Force,,,,,,,,,,,,[]
169738,Ty,Paffett,Air Force,,,,,,,,,,,,[]
169741,Todd,Newell,Air Force,,,,,,,,,,,,[]
169743,Austin,Randle,Air Force,,,,,,,,,,,,[]
169748,Drew,Fowler,Air Force,,,,,,,,,,,,[]
169755,Ryan,Williams,Air Force,,,77.0,,?,,,USA,33.532005,131.3496745,,[]
169756,Scott,Peeples,Air Force,,,,,,,,,,,,[]
169758,Aaron,Shanor,Air Force,,,,,,,,,,,,[]
169801,Travis,Dekker,Air Force,,,,,,,,,,,,[]
175929,Chad,Hall,Air Force,,,,,,,,,,,,[]
175932,Garrett,Rybak,Air Force,,,,,,,,,,,,[]
183908,Mike,Moffett,Air Force,,,,,,,,,,,,[]
183909,Ryan,Harrison,Air Force,,,,,,,,,,,,[]
190201,Spencer,Armstrong,Air Force,,,,,,,,,,,,[]
190212,Keith,Madsen,Air Force,,,,,,,,,,,,[]
190218,Mark,Root,Air Force,,,,,,,,,,,,[]
190220,Shea,Smith,Air Force,,,,,,,,,,,,[]
195620,Chris,Thomas,Air Force,,71.0,34.0,,DB,Westerville,OH,USA,40.126139,-82.9295287,39049,[]
231874,Brenton,Byrd-Fulbright,Air Force,,,,,,,,,,,,[]
231902,Sean,Quintana,Air Force,,74.0,81.0,,TE,Highlands Ranch,CO,USA,39.5538771,-104.9694264,08035,[]
243222,Savier,Stephens,Air Force,,71.0,2.0,,RB,Jacksonville,FL,USA,30.3321838,-81.655651,12031,[]
243263,Will,McAngus,Air Force,,,,,,,,,,,,[]
146550,Davanzo,Tate,Akron,,,,,,,,,,,,[]
147331,Jabari,Arthur,Akron,,,,,,,,,,,,[]
147337,Reggie,Corner,Akron,,,,,,,,,,,,[]
147359,Kris,Kasparek,Akron,,,,,,,,,,,,[]
147363,John,Mackey,Akron,,,,,,,,,,,,[]
147386,Josh,Smith,Akron,,73.0,47.0,,WR,Cincinnati,OH,USA,39.1014537,-84.5124602,39061,[]
156853,Dennis,Kennedy,Akron,,,,,,,,,,,,[]
157677,Marcus,Patterson,Akron,,,,,,,,,,,,[]
157694,Stephon,Fuqua,Akron,,,,,,,,,,,,[]
162371,Brandon,Williams,Akron,,,,,,,,,,,,[]
169494,Brandon,Anderson,Akron,,,,,,,,,,,,[]
169504,Alex,Allen,Akron,,72.0,10.0,,RB,Youngstown,OH,USA,41.1035786,-80.6520161,39099,[]
169515,Carlton,Jackson,Akron,,,,,,,,,,,,[]
169516,Chris,Jacquemain,Akron,,74.0,11.0,,QB,Mentor,OH,USA,41.6661573,-81.339552,39085,[]
169523,Merce,Poindexter,Akron,,,,,,,,,,,,[]
169525,Joe,Tuzze,Akron,,71.0,32.0,,RB,Mayfield,PA,USA,41.5381373,-75.5360186,42069,[]
190231,Igor,Iveljic,Akron,,72.0,45.0,,PK,Mentor,OH,USA,41.6661573,-81.339552,39085,[]
190232,Andre,Jones,Akron,,71.0,21.0,,WR,Forestville,MD,USA,38.8451131,-76.8749722,24033,[]
190245,John,Stec,Akron,,68.0,38.0,,P,Delray Beach,FL,USA,26.4614625,-80.0728201,12099,[]
196407,Richard,Sandilands,Akron,190.0,72.0,87.0,,WR,New Philadelphia,OH,USA,40.4897871,-81.4456706,39157,[]
236949,Alphonso,Owen,Akron,,,,,,,,,,,,[]
236976,Bryan,Williams,Akron,,,,,,,,,,,,[10823]
146646,Matt,Caddell,Alabama,,,,,,,,,,,,[]
148144,Darren,Mustin,Alabama,,,,,,,,,,,,[]
164558,Keith,Brown,Alabama,,,,,,,,,,,,[]
164559,DJ,Hall,Alabama,,,,,,,,,,,,[]
164560,Ezekial,Knight,Alabama,,,,,,,,,,,,[]
164594,Simeon,Castille,Alabama,,,,,,,,,,,,[]
165928,Will,Oakley,Alabama,,,,,,,,,,,,[]
165933,Rashad,Johnson,Alabama,,,,,,,,,,,,[]
165967,Nick,Walker,Alabama,,,,,,,,,,,,[]
169600,Lionel,Mitchell,Alabama,,,,,,,,,,,,[]
169602,John,Parker Wilson,Alabama,,,,,,,,,,,,[]
178772,Glen,Coffee,Alabama,,,,,,,,,,,,[]
179730,Jimmy,Johns,Alabama,,,,,,,,,,,,[]
180150,P.J.,Fitzgerald,Alabama,,71.0,97.0,,P,Coral Springs,FL,USA,26.26485615,-80.26534203798758,12011,[]
180154,Andrew,Friedman,Alabama,,,,,,,,,,,,[]
180170,Travis,McCall,Alabama,,,,,,,,,,,,[]
180746,Chris,Rogers,Alabama,195.0,72.0,8.0,,DB,Lakeland,FL,USA,28.0394654,-81.9498042,12105,[]
180747,Prince,Hall,Alabama,,,,,,,,,,,,[]
180748,Roy,Upchurch,Alabama,,72.0,5.0,,RB,Tallahassee,FL,USA,30.4380832,-84.2809332,12073,[]
180750,Baron,Huber,Alabama,,75.0,40.0,,RB,Knoxville,TN,USA,35.9603948,-83.9210261,47093,[]
191480,Earl,Alexander,Alabama,,76.0,82.0,,WR,Phenix City,AL,USA,32.4709761,-85.0007653,01113,[]
191481,Javier,Arenas,Alabama,,69.0,28.0,,DB,Tampa,FL,USA,27.9477595,-82.458444,12057,[]
191485,Preston,Dial,Alabama,,75.0,85.0,,TE,Mobile,AL,USA,30.6943566,-88.0430541,01097,[]
191486,Terry,Grant,Alabama,,69.0,29.0,,RB,Lumberton,MS,USA,31.0010729,-89.4521345,28073,[]
191492,Mike,McCoy,Alabama,,75.0,80.0,,WR,Rankin,MS,USA,32.2865353,-89.9070243,28121,[]
191494,Greg,McElroy,Alabama,,75.0,12.0,,QB,Southlake,TX,USA,32.9412363,-97.1341783,48439,[]
191500,Nikita,Stover,Alabama,,,,,,,,,,,,[]
191503,Leigh,Tiffin,Alabama,,74.0,99.0,,PK,Muscle Shoals,AL,USA,34.7451786,-87.6686733,01033,[]
